id,name,host_id,host_name,neighbourhood,postcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,availability_365
8161251,A lovely kingsize room in Horfield,39471780,Daniel  & Jessica,Horfield,BS7,51.49403543,-2.578742788,House,Private room,2,1,1,1,25,1,75,26-10-2018,1.94,96,10,9,10,10,10,10,1,287
8192020,"Bright, Spacious, Friendly Home",10996419,Myron,Avonmouth & Lawrence Weston,BS11 0SN,51.50542653,-2.648559407,House,Private room,1,1,1,1,18,2,2,31-10-2015,0.05,100,10,9,9,10,8,10,1,0
8211337,"Comfy single room, Clifton",18094242,Aniket,Clifton Down,BS8 2JX,51.46569916,-2.615710803,Apartment,Private room,1,1,1,1,35,2,37,10-10-2018,0.96,98,10,10,10,10,10,10,3,68
8211807,Double Bedroom in the heart of Gloucester Road,41978259,Antonello,Bishopston & Ashley Down,BS7 9QJ,51.48638286,-2.58381514,House,Private room,2,3,1,1,30,3,13,11-04-2018,1.1,92,10,9,9,10,9,10,1,0
8248341,Light filled 60s house in Kingsdown - private room,43497640,Anne,Cotham,BS2 8ER,51.46276425,-2.599039391,House,Private room,2,1.5,1,1,40,1,18,04-11-2018,0.46,99,10,10,10,10,10,10,2,288
8260057,Sunshine Delight,6316569,Joe,Redland,BS6 6XA,51.47336422,-2.61372388,Apartment,Entire home/apt,2,1,1,1,64,7,11,10-09-2018,0.41,94,10,10,10,10,10,9,14,152
8297403,"Richmond Terrace Lux Studio with Parking, Clifton",6316569,Joe,Clifton,BS8 1AB,51.45427675,-2.612884565,Apartment,Entire home/apt,1,1,1,1,57,7,10,22-09-2018,0.39,98,10,10,10,10,10,10,14,62
8364091,Comfy single bedroom-garden view,2310641,David,Windmill Hill,BS4 2EE,51.44003799,-2.577153623,Apartment,Private room,1,1,1,1,45,1,19,16-02-2017,0.49,96,10,10,10,10,9,10,2,45
8376608,Gloucester Road Single Loft Room,29334528,Annette,Bishopston & Ashley Down,BS7 9HS,51.47990145,-2.583988638,Townhouse,Private room,1,1,1,1,23,1,98,09-11-2018,2.58,95,10,9,10,10,9,10,2,82
8387021,Lovely light and airy double room,17474076,Monica,Lawrence Hill,BS5 0RS,51.46099744,-2.566270238,House,Private room,1,1,1,1,26,2,22,23-09-2018,0.57,89,9,9,10,10,8,9,2,0
8406675,"1 bed flat-Bristol, Muller Road",4080386,Brian,Lockleaze,BS7,51.48281885,-2.578865078,Apartment,Entire home/apt,2,1,1,1,65,1,0,,,,,,,,,,1,0
8418255,Large Studio Style Room with Kitchenette,32049470,Verity,Clifton Down,City of Bristol,51.45780605,-2.610991012,House,Private room,2,4,1,1,42,7,30,29-09-2018,0.8,86,9,9,9,9,10,9,10,347
8418653,Spacious Large Room with Kitchenette in Clifton,32049470,Verity,Clifton Down,City of Bristol,51.45779184,-2.61135176,House,Private room,2,4,1,1,42,7,27,10-08-2018,1,88,9,9,9,10,10,9,10,357
8418781,Modern En-suite Double Room with Kitchen,32049470,Verity,Clifton Down,City of Bristol,51.46087178,-2.610004207,Townhouse,Private room,2,1,1,1,55,7,3,30-09-2018,0.16,93,10,8,10,10,10,10,10,362
8422667,Double room in large house,40930189,Tracey,Frome Vale,BS16 2JG,51.48305748,-2.527165231,House,Private room,2,1.5,1,1,35,1,199,10-11-2018,5.16,96,10,10,10,10,10,10,3,337
8434689,Central Bristol Flat with Parking,44412526,Chris,Ashley,BS6 5DA,51.46743158,-2.589513221,Apartment,Private room,2,1,1,1,50,1,48,15-11-2018,1.28,95,10,10,10,10,10,9,1,89
8459588,lovely and spacious house,36473704,Bego,Easton,BS5,51.45584742,-2.553748862,House,Entire home/apt,4,1,2,3,50,2,19,30-07-2016,0.5,96,10,9,10,10,8,9,2,44
8471636,Cosy pied a terre,34643441,Magalie,Hotwells & Harbourside,BS1,51.44866113,-2.603310391,Apartment,Private room,1,1,1,1,30,2,39,04-11-2018,1.02,94,10,10,10,10,10,10,1,333
8498352,Large double room with garden view,40930189,Tracey,Frome Vale,BS16 2HH,51.48402775,-2.528330705,House,Private room,2,1.5,1,1,35,1,197,11-11-2018,5.86,97,10,10,10,10,10,10,3,338
8498389,Cosy single room overlooking garden,40930189,Tracey,Frome Vale,BS16 2JG,51.48496393,-2.527792177,House,Private room,1,1,1,1,25,1,48,11-11-2018,1.25,97,10,9,10,10,10,10,3,345
8529713,"Stunning House, Amazing Views, Kid Friendly",7862664,James,Ashley,,51.46904752,-2.585900312,t,Entire home/apt,Entire home/apt,5,3,2,120,5,12,07-04-2018,0.32,07-04-2018,88,9,9,10,10,10,1,108
8544115,South Bristol - Bright Loft Space,44979965,Chris,Bedminster,BS3 2PU,51.43262813,-2.625315733,House,Private room,3,1,1,2,41,1,130,04-11-2018,3.42,97,10,10,10,10,9,10,2,332
8546138,1 bed flat city centre /parking,36203032,James,Central,BS1 6HX,51.44957253,-2.590544422,Apartment,Entire home/apt,2,1,1,1,95,2,62,04-11-2018,1.63,98,10,10,10,10,10,10,1,322
8559149,Unique place to sleep and work.,12505499,Sophie,Central,BS1 5BD,51.45596308,-2.597145712,Apartment,Entire home/apt,2,1,1,1,80,1,145,05-09-2018,3.81,96,10,10,10,10,10,9,1,0
8560539,Huge 2 Bed Loft Space at Paintworks with parking,11141720,Dee,Brislington West,Bs4 3eh,51.44384496,-2.56707276,Loft,Entire home/apt,6,1,2,2,160,1,38,06-08-2018,1.04,95,10,10,10,10,9,9,7,304
8560605,"A light, spacious double room",36424184,Fran,Lawrence Hill,BS5 0LT,51.46599981,-2.565810069,House,Private room,2,1,1,1,31,1,179,04-11-2018,4.7,94,10,9,10,10,9,9,2,68
8561053,Beautiful Double Room with En-Suite,45057972,Guy And Bliss,Eastville,BS16 2AA,51.47756942,-2.541377588,Apartment,Private room,2,1,1,1,40,2,59,09-10-2018,1.56,97,10,9,10,10,9,10,1,353
8578293,"City View, Woodburner or Blanket Box room.",360195,Sarah,Windmill Hill,,51.44023542,-2.591735741,Townhouse,Private room,2,1,1,1,30,4,26,09-11-2018,0.68,98,10,10,10,10,10,10,5,7
8590563,"Arty, light & unique 3 bed house with parking bs2",17925448,Sophie,Ashley,BS2 9YJ,51.47362738,-2.578882207,Townhouse,Entire home/apt,7,2,3,6,100,4,5,27-08-2017,0.13,88,9,9,9,10,8,8,2,0
8681198,Spacious 3 bed Clifton apartment,18094242,Aniket,Clifton Down,BS8 2JX,51.46654249,-2.616242699,Apartment,Entire home/apt,7,1,3,3,167,1,123,11-11-2018,3.28,96,10,10,10,10,10,9,3,349
8691839,Entire Home - Free Parking - Spacious 2 bed Flat,16196736,Lorna,Bishopston & Ashley Down,BS7 9LB,51.47855418,-2.57763313,Apartment,Entire home/apt,4,1,2,4,70,2,184,05-11-2018,5,93,10,9,10,10,9,9,2,328
8698412,Attic double room with bathroom,4379169,Sarah,Redland,BS6 7AW,51.47116088,-2.594574457,Bed and breakfast,Private room,2,1,1,1,32,2,51,08-11-2018,1.36,98,10,10,10,10,10,10,2,341
8709184,Spacious Double Room in Clifton,20778476,Josephine,Stoke Bishop,BS8 2YF,51.47058497,-2.617295019,Apartment,Private room,2,1,1,1,35,1,2,18-10-2015,0.05,100,10,10,10,10,10,10,1,0
8716642,Super central city pad,39026590,Roland & Lorna,Central,BS1 4AU,51.45302577,-2.59614269,Apartment,Entire home/apt,4,1,1,2,69,2,291,06-11-2018,7.77,91,10,9,10,10,10,9,2,212
8735246,One Bedroom Flat in Central Bristol,45831113,Harry,Lawrence Hill,BS2 0JT,51.45655054,-2.580465307,Apartment,Entire home/apt,2,1,1,1,65,2,9,11-06-2016,0.24,100,10,10,10,10,10,10,1,0
8750734,Sunny And Lovely Double Bedroom With Ensuite,45897204,Marinella-Giuseppe,Brislington West,BS4,51.44403666,-2.558197616,House,Private room,2,1,1,1,25,2,32,09-11-2018,0.85,98,10,10,10,10,9,10,1,40
8760146,Spacious room in characterful Victorian home,14556974,Cassy,Lawrence Hill,BS5,51.4643111,-2.566745608,House,Private room,2,1,1,2,35,2,34,13-12-2017,0.99,97,10,9,10,10,9,10,2,289
8776062,"Single, warm, cosy, inviting bedroom",46005110,Liza,Brislington East,BS4 4EY,51.45298203,-2.544374407,Apartment,Private room,1,1,1,1,25,4,9,03-11-2018,0.27,91,9,10,9,10,8,9,1,363
8787399,Cosy cabin w/ woodburner,46056370,Peter,Ashley,BS2 9XY,51.47404695,-2.576980129,Cabin,Private room,2,0,1,1,40,2,31,30-07-2018,0.85,91,9,9,10,9,9,9,2,363
8853045,Kingsize room in victorian terrace,46354944,Julie,Bedminster,BS3 3EW,51.43768699,-2.613316817,Townhouse,Private room,2,1,1,1,35,1,145,14-11-2018,4.25,99,10,10,10,10,10,10,1,112
8896326,Room with view in soulful flat,44753674,Lena&Lidia,Ashley,BS6 5EX,51.4694501,-2.586265815,Apartment,Private room,2,1,1,1,30,1,18,08-03-2016,0.48,97,10,10,10,10,10,10,2,0
8932993,2 bed(+sofa bed) in excellent Clifton location,37533889,Sarah,Clifton,BS8 1AS,51.45745493,-2.611764447,Apartment,Entire home/apt,4,1,2,2,90,3,2,03-01-2016,0.06,90,10,10,10,10,9,9,3,0
8934124,Lovely Double Room in City Centre,46710015,Davinia,Central,BS1,51.45404686,-2.598652754,Apartment,Private room,1,1,1,1,65,180,41,22-10-2017,1.32,95,10,10,10,10,10,9,2,0
8950131,"Modern, spacious flat with garden",24232359,Becky,Frome Vale,BS16 3TU,51.48136841,-2.527241432,Apartment,Entire home/apt,3,1,1,1,43,1,3,05-11-2017,0.22,93,9,9,10,10,8,10,1,0
8959370,Large period home,2022733,Daniel,Frome Vale,BS16 5AR,51.48347927,-2.521700097,House,Entire home/apt,6,1,3,3,120,2,1,27-11-2015,0.03,,,,,,,,1,0
8967035,Cosy apartment close to city centre,46861775,Kath And Hamish,Knowle,BS4 2NH,51.4320672,-2.563138791,Apartment,Entire home/apt,2,1,1,1,50,2,75,07-10-2018,2.04,92,9,9,10,10,9,9,1,256
8967044,Family home with beautiful view,45271036,Clare,Eastville,BS16 1BN,51.47761183,-2.556228978,House,Entire home/apt,9,1.5,3,6,236,2,16,27-05-2018,0.45,98,10,10,10,10,10,10,1,107
8980261,Hill View. Bristol from Above,46921279,Kati,Lockleaze,BS5 6XL,51.47371281,-2.57335587,House,Entire home/apt,5,1.5,3,3,60,14,0,,,,,,,,,,1,0
8989083,Quiet room in relaxed house close to city centre.,23381092,Rachel,Ashley,BS6 5JH,51.46968748,-2.578828884,House,Private room,1,1,1,1,32,2,6,01-08-2018,0.26,100,10,10,10,10,10,10,1,298
9009983,Comfortable clean double room,47044430,Julie,Ashley,BS6 5JQ,51.46918725,-2.5797316,Other,Private room,2,1,1,1,35,1,37,19-02-2017,1,95,10,10,10,10,9,9,1,0
9011854,Clifton village getaway with a view,11930920,Beth,Clifton,BS8 3BW,51.46080394,-2.624251082,Apartment,Private room,2,2,1,1,65,1,56,28-10-2018,1.5,96,10,10,10,10,10,9,2,355
9061349,"A warm, comfy, restful  room with choice of beds.",23751773,Jane,Easton,Bs56ej,51.46575896,-2.557091449,Townhouse,Private room,2,1,1,1,10,1,30,03-11-2018,0.83,91,9,9,10,10,9,9,2,322
9086070,Laid-back pad near shops and park,47380383,Dermot,St George West,BS5 9NU,51.4573095,-2.552018743,House,Private room,2,1,1,1,30,3,70,28-10-2017,1.88,97,10,10,10,10,9,10,1,76
9163904,Berkeley Square Luxury Apartment,6316569,Joe,Central,BS8 1HG,51.45613205,-2.606484199,Apartment,Entire home/apt,4,1.5,2,2,78,30,0,,,,,,,,,,14,361
9234627,Cosy home in vibrant Easton,9353877,Gemma,Easton,BS5 6EG,51.46534004,-2.558720076,House,Entire home/apt,4,1.5,2,2,78,2,37,09-09-2018,1.06,98,10,10,10,10,9,9,2,319
9249090,"Cosy basement room, Windmill Hill",41023048,Trevor,Windmill Hill,BS3 4LL,51.43904025,-2.588980425,House,Private room,1,1,1,1,28,1,46,10-11-2018,1.25,92,9,9,10,10,9,9,1,0
9271329,Beautiful Converted Chapel,9695611,Katina,Ashley,BS6 5PZ,51.46488346,-2.588040676,House,Entire home/apt,4,2,2,2,100,2,30,28-08-2018,0.82,97,10,9,10,9,10,9,1,0
9311416,"Single /dbl room, short walk to Southmead Hospital",32885609,Jill,Southmead,BS10 5PX,51.5001401,-2.607414946,House,Private room,1,1.5,1,1,27,1,50,07-10-2018,1.59,100,10,10,10,10,10,10,3,324
9322983,5 bed family home close to Bristol centre/station.,48387673,Rory,Knowle,BS4 2JE,51.43813717,-2.569002278,House,Entire home/apt,8,3,5,5,150,4,16,04-08-2018,0.58,95,10,10,10,9,10,10,1,0
9328461,In the heart of Easton,48415432,Loz,Easton,BS5,51.46764489,-2.564636459,House,Private room,2,1,1,1,25,1,33,27-10-2018,0.93,99,10,10,10,10,10,10,1,64
9345415,Relaxing room in Easton,43412115,Paul,Easton,BS5 6DA,51.46584495,-2.562361461,House,Private room,2,1,1,1,27,1,73,15-11-2018,1.99,95,10,10,10,10,9,10,1,57
9389393,Spacious ensuite loft room with views & breakfast,7537771,Pommy,Eastville,BS16 2AF,51.47597741,-2.547618805,Townhouse,Private room,2,2,1,1,40,1,68,12-10-2018,2.34,95,10,9,10,10,10,10,2,38
9399571,Holiday House in Clifton Bristol UK,48697404,Joanna,Clifton Down,BS8 2TA,51.46740397,-2.612948605,House,Entire home/apt,5,1.5,2,3,125,2,86,25-10-2018,2.48,97,10,10,10,10,10,9,1,321
9408981,"Double loft room, Bristol",48788064,Sheila,Westbury-on-Trym & Henleaze,BS9 4AJ,51.49289926,-2.613281331,House,Private room,2,1,1,1,36,1,113,11-11-2018,3.09,98,10,10,10,10,10,10,2,333
9462808,Quiet lovely house on cycle path,8586268,Bianca,Eastville,BS5 7HA,51.47029489,-2.546157424,House,Entire home/apt,4,1,1,2,39,1,5,21-08-2016,0.14,84,9,8,10,10,8,9,1,0
9493540,"Comfortable, quiet, convenient home",49205078,Rupert,Stoke Bishop,BS9 2EU,51.48583282,-2.647741535,House,Entire home/apt,5,1,3,4,85,3,25,22-04-2017,0.71,89,9,9,9,10,9,9,1,0
9521652,"Studio,  Old City Centre",27954975,Johnie,Central,BS1 1HQ,51.45322264,-2.593276485,Apartment,Entire home/apt,2,1,0,1,62,2,162,02-11-2018,4.73,97,10,10,10,10,10,10,2,349
9559959,Cosy courtyard studio near Bristol Harbourside,43800815,Angela,Southville,BS3,51.44144879,-2.600522514,Apartment,Entire home/apt,2,1,0,1,49,1,109,25-10-2018,5.91,97,10,10,10,10,9,10,3,259
9583272,Beautiful  room overlooking park,49606537,Algy,Ashley,BS2,51.46880415,-2.573122189,House,Private room,1,1,1,1,35,1,3,11-09-2016,0.09,67,6,7,9,10,8,6,1,364
9598461,Welsh Back – In the Bristol's heart,34880118,Giuseppe,Central,BS1,51.45178145,-2.593340658,Apartment,Private room,2,2,1,1,47,30,4,17-06-2018,0.12,100,10,10,10,10,10,10,1,45
9640372,Flat next to temple Mead/centre,49851570,Eva,Lawrence Hill,BS2 0LP,51.45336005,-2.575118025,Apartment,Entire home/apt,4,1,1,2,60,7,0,,,,,,,,,,1,0
9641485,Spacious and cosy family home,29443025,Rachel,Easton,BS5,51.46867313,-2.557439991,House,Entire home/apt,10,1.5,4,6,125,2,22,04-06-2018,0.63,98,10,10,10,10,9,10,2,0
9690048,Cosy apartment with city views,44753674,Lena&Lidia,Ashley,BS6 5EX,51.46859179,-2.586039464,Apartment,Entire home/apt,4,1,2,2,90,1,3,29-02-2016,0.09,93,10,9,10,10,10,9,2,0
9703291,Private Room near Temple Meads,23713368,Harry,Lawrence Hill,BS2,51.45392656,-2.577745546,House,Private room,2,1,1,1,50,2,49,23-07-2018,2.59,99,10,10,10,10,10,10,1,320
9712712,Home from home in Clifton village,11930920,Beth,Clifton,BS8 3BW,51.46062206,-2.62215851,Apartment,Entire home/apt,4,2,2,2,125,2,37,04-11-2018,1.06,99,10,10,10,10,10,9,2,81
9743782,Double Room with enSuite in Bristol,50268520,Julie,Windmill Hill,BS3 4NZ,51.43793169,-2.594962541,House,Private room,2,1.5,1,3,45,4,0,,,,,,,,,,1,0
9751748,"Second Double Loft, Bristol.",48788064,Sheila,Westbury-on-Trym & Henleaze,BS9 4AJ,51.4951841,-2.611219249,House,Private room,2,1,1,1,36,1,3,10-12-2017,0.08,100,10,10,10,10,9,10,2,230
9790706,Spacious bedroom in a friendly home,7280651,Bego,Southmead,BS10 5EG,51.49486285,-2.601251764,House,Private room,2,1,1,1,30,1,1,03-05-2016,0.03,100,10,8,10,10,10,10,1,0
9869518,"Clean, Cosy and Quiet - St. Andrews",46125713,Debra,Bishopston & Ashley Down,BS7 9AF,51.47603966,-2.586011168,Townhouse,Private room,1,1,1,1,25,1,101,21-09-2018,2.87,93,10,10,10,10,10,10,4,46
9899518,"Self-contained 1 bed, free parking, near Clifton",50913014,Hugh,Stoke Bishop,BS9 1PL,51.47148536,-2.638376458,Guest suite,Entire home/apt,3,1,1,1,65,2,66,05-11-2018,1.88,97,10,10,10,10,10,10,1,246
9905613,Super Comfortable Double Bedroom in Redland,19047046,Maria,Cotham,BS6 6RU,51.46908095,-2.608100359,House,Private room,2,1,1,1,35,1,9,11-11-2018,3.8,100,10,10,10,10,10,10,1,70
9969994,Contemporary & Bright City Home w/ Parking,41463581,Emily,Lawrence Hill,BS5 9UB,51.45169727,-2.564414199,House,Entire home/apt,6,1,2,3,80,2,20,30-09-2018,0.82,97,10,10,10,10,9,10,2,0
9994005,Amazing Double Bedsit off Glouc Rd,18847816,Alison,Bishopston & Ashley Down,BS7 8SE,51.48731995,-2.588189244,Bed and breakfast,Private room,2,2,1,1,45,2,54,28-10-2018,1.61,98,10,10,10,10,10,10,2,155
10084839,Beautiful victorian family house - free parking,17045922,Martin,Ashley,BS6 5AZ,51.47396674,-2.586516118,House,Entire home/apt,10,3,5,7,300,4,12,20-08-2018,0.43,100,10,9,10,10,10,10,1,24
10095014,Cosy double room in lively Easton,9353877,Gemma,Easton,BS5 6EG,51.46683711,-2.55750377,House,Private room,2,1.5,1,1,30,2,19,03-08-2018,0.57,100,10,10,10,10,9,10,2,350
10133777,"Peaceful wooden summerhouse in green, leafy garden",23494368,Charlotte,Windmill Hill,BS3,51.43695551,-2.591066831,Cabin,Private room,2,1,1,1,27,4,40,02-11-2018,1.41,95,10,9,10,10,9,9,11,166
10221590,light room off vibrant stokes croft,52450492,Florence,Cotham,BS6 5SR,51.46484033,-2.592898036,Apartment,Private room,2,1,1,1,25,1,0,,,,,,,,,,1,0
10223183,Central modern city pad on the harbourside,52532471,Owen,Hotwells & Harbourside,BS1 5QL,51.45129186,-2.603493515,Apartment,Entire home/apt,2,1,1,1,60,1,2,03-12-2017,0.11,100,10,9,10,10,10,10,1,0
10226253,Double bed & sofa bed in friendly home,43414173,Jud,Lawrence Hill,BS5 0LJ,51.46695105,-2.56770898,House,Private room,3,1,1,2,38,1,47,17-04-2017,1.37,93,9,9,10,10,9,9,1,314
10237621,Harbour side - City center- Bristol,41367595,Govind,Hotwells & Harbourside,BS1 5JP,51.4478566,-2.603099411,Apartment,Entire home/apt,2,2,2,2,61,3,2,10-12-2017,0.17,90,9,7,10,10,10,8,1,0
10261054,"Beautiful, period flat in Clifton",15191883,Pablo,Clifton,,51.45487174,-2.613739888,Apartment,Entire home/apt,2,1,2,2,90,5,29,27-10-2018,0.96,99,10,10,10,10,10,10,1,267
10267156,Cosy Single room off Gloucester  Rd,18847816,Alison,Bishopston & Ashley Down,BS7 8SE,51.4852196,-2.588190435,Bed and breakfast,Private room,1,1,1,1,35,1,36,11-11-2018,1.08,97,10,10,10,10,10,10,2,356
10273706,Single/Dbl room 15 mins walk to Southmead Hospital,32885609,Jill,Southmead,BS10 5PX,51.50077643,-2.605363557,House,Private room,2,1.5,1,1,27,1,37,21-10-2018,1.12,99,10,10,10,10,9,10,3,310
10279156,Ali MacArthur,52864794,Ali,Henbury & Brentry,BS10 6NX,51.51253942,-2.603613721,House,Private room,1,1,1,1,22,1,54,16-11-2018,1.66,98,10,10,10,10,10,10,1,80
10332377,Bedroom close to city centre,12862818,Hattie,Cotham,BS6,51.46635963,-2.592337327,Apartment,Private room,1,1,1,1,30,2,54,30-12-2017,1.57,97,10,10,10,10,10,10,1,0
10338400,Lovely 2 Double Bedroom Garden Flat,53204091,Jo,Cotham,BS6 6QE,51.4691928,-2.605522458,Apartment,Entire home/apt,4,1,2,2,100,3,38,11-11-2018,1.1,98,10,10,10,10,10,10,1,51
10385652,Spacious Family Home Montpelier,3424802,Amy,Ashley,BS6 5LX,51.46629118,-2.586241445,House,Entire home/apt,6,1,3,3,80,4,0,,,,,,,,,,1,0
10493983,"Double bedroom in Easton, Bristol",14155927,Austin,Easton,BS5 6AZ,51.46488317,-2.560473,House,Private room,2,1,1,1,28,2,14,11-09-2016,0.42,96,9,10,10,10,9,9,1,14
10506364,Very Large & Light Single Room,46125713,Debra,Bishopston & Ashley Down,BS7 9AF,51.47441298,-2.586126452,Townhouse,Private room,1,1,1,1,25,1,64,16-11-2018,1.85,94,10,10,10,10,10,10,4,48
10513623,Large modern apartment by Clifton,54107957,Rhodri,Central,BS2 8DB,51.46013413,-2.605465594,Apartment,Entire home/apt,2,1,1,1,70,2,2,02-04-2016,0.06,90,10,8,10,10,10,9,1,0
10521519,Super flat with parking central 2 double rooms,29674675,Prue,Ashley,BS1 3RB,51.46297036,-2.58959045,Apartment,Entire home/apt,4,1,2,2,70,2,88,02-11-2018,2.72,94,10,9,10,10,9,9,6,247
10543590,"Private Room, East Bristol",1955449,Laura,Hillfields,BS16 4BS,51.47444124,-2.523272589,House,Private room,1,1,1,1,20,1,0,,,,,,,,,,1,0
10543780,"Homely, Sunny and Ideal location",33715988,Mark,Southville,BS3 1HD,51.44158102,-2.608208224,House,Entire home/apt,4,1,2,2,62,1,0,,,,,,,,,,1,0
10566844,Double bedroom in bright house,27312318,Trina,Lawrence Hill,BS5 0pt,51.46332766,-2.572849101,House,Private room,2,1,1,1,30,1,99,08-11-2018,2.87,92,10,9,10,10,8,9,2,30
10570426,"Bristol, Double room in quiet house",54524037,Sharon,Easton,BS5 9BQ,51.46076925,-2.559843052,House,Private room,2,1,1,1,25,1,226,15-11-2018,6.69,94,10,10,10,10,9,10,1,160
10585756,5* High Spec House For Families & Professionals,50314124,Hayley,Redland,BS7 8EN,51.47304553,-2.593352526,House,Entire home/apt,10,3,4,5,300,1,93,03-11-2018,3,99,10,10,10,10,10,10,7,243
10666028,"Luxury period apartment, Bristol",36464455,Lucy,Cotham,BS6 6BT,51.46690656,-2.599959804,Apartment,Entire home/apt,4,1,2,2,110,4,69,25-10-2018,2.03,97,10,10,10,10,10,10,1,343
10670402,Studio apartment over detached double garage.,52557181,David,Avonmouth & Lawrence Weston,BS9 2RQ,51.49493198,-2.63919158,Apartment,Entire home/apt,2,1,0,1,55,2,29,28-09-2018,0.98,96,10,10,10,10,10,9,1,67
10671535,"Quiet, sunny room with stunning views!",3671116,Julia,Hotwells & Harbourside,BS84RJ,51.44959591,-2.613842125,Townhouse,Private room,2,1,1,2,39,1,135,12-11-2018,4.56,97,10,10,10,10,10,10,2,30
10681058,Small DBL bedroom in spacious flat,3327751,Tom,Ashley,BS6 5pz,51.46601919,-2.587594503,Apartment,Private room,2,1,1,1,20,1,13,17-09-2017,0.39,97,10,9,10,10,10,10,1,0
10682059,Luxurious Waterside Apartment and Panoramic Views!,37400137,Angela,Hotwells & Harbourside,,51.44714189,-2.600461143,Condominium,Entire home/apt,4,2,2,2,128,3,17,22-10-2018,1.07,99,10,10,10,10,10,10,2,148
10724371,Cosy Double Bed in Clifton,55425021,Grace And Robin,Clifton,BS8 4EU,51.45618469,-2.617239462,Apartment,Private room,2,1,1,1,45,1,14,25-06-2016,0.44,100,10,10,10,10,10,10,1,3
10784541,Sunny dble room in Easton,55797528,Eleanor,Lawrence Hill,BS5 0TA,51.46139392,-2.573338545,House,Private room,2,1,1,1,35,1,6,16-08-2016,0.18,88,9,10,10,10,7,9,1,289
10795467,Gorgeous Garden Flat - Top Location,6946231,Matthew,Central,BS6 5TN,51.46373185,-2.590966939,Apartment,Entire home/apt,2,1,1,1,79,2,139,23-09-2018,4.13,90,9,9,10,10,10,9,1,22
10830734,Lovely and light single room,15886458,Rebecca,Southville,BS3 1DP,51.44490085,-2.601221014,Townhouse,Private room,1,1,1,1,28,1,268,03-11-2018,7.98,94,10,9,10,10,9,10,2,153
10857640,Cosy & very spacious Studio Flat in Clifton,22618465,Dreaming Bristol,Hotwells & Harbourside,BS8 1HP,51.45466361,-2.605316294,Apartment,Entire home/apt,6,1,0,4,55,1,204,05-11-2018,6.02,94,10,10,10,10,10,9,12,175
10871694,Gorgeous Spacious Modern Apartment,56322393,Ian,Lawrence Hill,BS2 0FF,51.45242143,-2.582021015,Apartment,Entire home/apt,2,1,1,1,72,1,4,25-02-2016,0.12,95,9,10,10,10,9,10,1,0
10891838,Spacious & Central Southville Home,39026590,Roland & Lorna,Southville,BS3 1PZ,51.44449226,-2.608399661,Townhouse,Entire home/apt,9,2,4,5,99,2,55,07-10-2018,1.68,90,10,8,10,10,9,9,2,0
10962320,"The Clifton Dispensary, double room",56248970,Jess,Clifton,Bd84sl,51.45011473,-2.621110349,Apartment,Private room,2,1,1,1,50,1,25,11-11-2018,0.75,99,10,10,10,10,10,10,1,0
10965503,King sized room in friendly house,15886458,Rebecca,Southville,BS3 1DP,51.44276831,-2.60144877,Townhouse,Private room,2,1,1,1,32,1,188,07-11-2018,5.71,94,10,9,10,10,9,9,2,156
10966785,Sunny 3 bedroom family home,55094049,Karen,Southville,BS3,51.44169552,-2.614938208,House,Entire home/apt,6,1.5,3,6,120,3,11,13-08-2017,0.34,98,10,10,10,10,9,10,1,0
10987684,Lovely double in a cottage,57009438,David,St George Troopers Hill,,51.44973914,-2.524447648,House,Private room,2,1,1,1,40,1,0,,,,,,,,,,1,0
11029635,Comfy room in stylish cottage,1910024,Suzanne,Avonmouth & Lawrence Weston,BS11 9TB,51.48694024,-2.679371849,House,Private room,2,1,1,1,40,1,31,22-10-2018,1.06,99,10,10,10,10,10,10,1,323
11086498,Totterdown room close to Temple Meads,7852250,Tim,Windmill Hill,BS4 2BH,51.44461131,-2.581340693,House,Private room,2,1,1,1,55,2,40,14-08-2018,1.22,100,10,10,10,10,10,10,2,329
11091984,Cosy studio in the heart of Bristol,57597605,Barbara,Lawrence Hill,BS2 0BW,51.45774812,-2.576620129,Apartment,Entire home/apt,2,1,0,1,59,2,7,26-12-2016,0.21,89,9,9,9,10,7,8,1,0
11115567,single bedroom,57746959,Jasmine,St George Central,BS15 1TE,51.46476146,-2.518130504,House,Private room,1,1.5,1,1,20,1,193,22-07-2018,5.95,98,10,10,10,10,9,10,1,0
11116536,Room in modern city centre flat- fab location,45227066,Alice,Lawrence Hill,Bs2 0gz,51.45264913,-2.579856119,Apartment,Private room,2,1,1,1,48,2,133,15-11-2018,4.08,99,10,10,10,10,10,10,1,153
11129281,Home from Home Spacious Sunny Flat,3628003,Miltos,Redland,BS6 7LX,51.4758786,-2.608381098,Apartment,Entire home/apt,6,1,2,3,50,1,76,02-09-2018,2.29,95,10,9,10,10,10,10,2,67
11141930,2 double rooms on historic harbour,28459497,Dave,Hotwells & Harbourside,BS8 4RY,51.44919666,-2.615239144,Apartment,Entire home/apt,4,1,2,2,90,2,9,17-04-2017,0.27,93,10,9,10,10,9,9,1,0
